StatID,MatchID,PlayerID,MinutesPlayed,DistanceCoveredKM,Sprints,AvgHeartRate,MaxSpeedKMH,PassAccuracyPct,ShotsOnTarget,Tackles,Fouls,YellowCards,RedCards,MatchRating
29325,312,249,71,11.49,28,163,29.46,78.95,4,0,1,0,0,7.75
29326,312,247,44,7.51,28,137,35.66,95.18,0,1,0,0,0,6.89
29327,312,259,56,11.17,17,144,25.31,76.41,1,0,1,0,0,4.62
29328,312,242,77,9.67,24,161,25.88,79.55,2,1,5,1,0,6.83
29329,312,270,34,9.76,35,160,27.33,82.38,3,1,1,0,0,5.81
29330,312,263,77,9.29,29,150,28.34,79.63,1,1,2,0,0,7.92
29331,312,253,61,10.88,30,133,27.15,79.66,4,1,2,1,0,6.12
29332,312,257,57,11.43,31,144,29.08,70.66,1,1,0,1,0,6.43
29333,312,260,47,12.41,31,151,32.37,83.22,2,4,0,0,0,7.24
29334,312,269,76,9.48,25,157,31.06,68.84,1,3,3,0,0,8.04
29335,312,262,79,10.47,22,162,34.68,91.5,0,2,1,0,0,7.93
29336,313,262,57,11.31,30,144,31.67,77.62,1,2,1,0,0,7.53
29337,313,261,61,10.1,13,125,26.27,79.41,1,4,1,0,0,7.34
29338,313,259,97,10.49,29,154,28.54,81.75,3,4,2,0,0,7.43
29339,313,254,97,10.32,32,155,30.91,82.35,0,1,0,0,0,7.15
29340,313,253,78,10.45,34,176,27.94,89.65,2,2,0,0,0,7.51
29341,313,246,53,8.24,20,166,23.1,84.13,0,1,1,0,0,6.56
29342,313,258,55,8.43,34,149,31.44,92.53,2,4,3,0,0,7.54
29343,313,245,41,11.87,38,156,28.15,77.21,1,2,1,0,0,8.47
29344,313,241,35,8.2,26,157,30.23,71.88,5,3,1,0,0,6.93
29345,313,266,57,11.38,16,131,28.39,77.71,0,1,0,1,1,6.91
29346,313,268,100,11.19,35,136,27.95,97.0,1,4,1,0,0,6.52
29347,313,247,63,9.0,28,146,31.32,90.15,3,2,2,0,0,6.75
29348,313,255,93,6.33,0,159,32.91,83.03,0,1,0,0,0,7.74
29349,313,260,73,12.93,32,179,33.58,91.06,2,0,0,0,0,8.0
29350,314,261,100,13.41,31,126,25.87,75.58,1,4,2,1,0,7.24
29351,314,264,72,9.06,30,140,31.34,78.82,1,2,4,0,0,7.49
29352,314,248,73,10.7,17,154,32.67,89.28,1,1,0,0,0,5.59
29353,314,270,62,12.38,7,153,30.5,86.04,3,2,0,0,0,5.46
29354,314,263,66,14.31,38,134,27.33,85.87,1,0,1,0,0,6.19
29355,314,266,89,10.11,25,138,29.35,93.86,1,0,0,0,0,8.41
29356,314,254,90,8.21,40,158,29.46,82.41,2,3,0,0,0,6.37
29357,314,259,73,11.47,19,169,32.33,82.97,3,4,1,0,0,6.94
29358,314,269,51,12.55,24,152,24.88,86.0,4,1,0,0,0,7.43
29359,314,246,100,13.33,27,126,31.73,80.64,0,1,1,1,0,7.37
29360,314,265,50,9.33,27,149,30.22,84.21,2,0,2,0,0,7.7
29361,314,257,78,9.36,20,143,28.8,83.16,1,2,1,0,0,7.19
29362,314,258,83,7.72,25,154,30.58,80.94,1,2,2,0,0,5.89
29363,314,241,62,10.66,33,159,33.92,92.64,1,2,0,0,0,6.86
29364,314,242,81,9.92,20,155,33.08,79.89,1,2,0,0,0,7.11
29365,315,241,89,9.19,30,161,30.1,83.87,0,1,3,0,0,5.08
29366,315,265,78,5.95,22,139,29.18,85.87,2,4,1,0,0,8.86
29367,315,267,93,3.27,12,148,27.79,93.4,1,2,0,0,0,7.27
29368,315,251,81,8.45,25,163,34.3,79.64,0,2,3,0,0,7.31
29369,315,258,81,9.93,17,151,26.81,88.51,1,1,2,0,0,6.7
29370,315,261,62,9.47,30,153,30.11,87.74,3,3,2,0,0,7.15
29371,315,255,80,3.81,0,135,29.56,81.04,2,0,0,0,0,7.16
29372,315,263,100,13.21,30,151,28.03,79.22,1,4,1,0,0,6.01
29373,315,253,76,9.61,31,165,27.81,85.54,0,3,1,0,0,5.57
29374,315,246,56,11.03,20,156,32.16,75.87,0,3,2,0,0,6.98
29375,315,244,58,11.38,39,147,29.52,82.78,1,1,3,0,0,5.19
29376,315,270,70,11.78,29,144,31.49,80.13,1,3,2,0,0,5.75
29377,315,250,96,9.24,23,140,29.26,82.92,1,3,1,0,0,7.21
29378,315,254,59,11.08,37,144,33.2,81.27,1,2,1,0,0,6.76
29379,315,252,61,8.09,27,147,29.64,81.65,1,2,0,0,0,6.14
29380,315,242,77,10.29,22,121,25.63,92.1,0,1,0,0,0,7.15
29381,316,256,55,4.9,5,125,26.84,68.85,0,1,2,0,0,6.67
29382,316,241,90,10.88,16,164,27.59,81.46,3,2,0,0,0,6.51
29383,316,270,63,7.93,23,149,29.28,73.71,1,3,0,0,0,4.87
29384,316,265,71,11.09,32,143,28.42,85.81,1,4,1,0,0,7.41
29385,316,258,91,12.1,23,117,30.35,79.86,3,0,1,0,0,6.81
29386,316,243,90,9.37,22,143,36.0,71.23,0,2,3,0,0,7.24
29387,316,268,100,10.2,19,156,31.62,78.91,0,4,1,0,0,7.6
29388,316,251,66,8.2,30,150,27.81,86.77,0,2,0,0,0,6.55
29389,316,260,100,10.39,25,177,31.53,93.57,1,1,1,0,0,7.27
29390,316,244,68,10.54,28,142,28.75,82.62,0,2,0,1,0,5.92
29391,316,253,100,8.18,41,149,30.64,72.39,0,3,1,0,0,7.13
29392,316,255,61,5.07,2,129,36.0,82.21,0,2,1,0,0,6.12
29393,316,259,88,11.58,35,175,32.8,89.19,3,0,1,0,0,6.1
29394,316,245,79,5.4,18,142,26.06,91.07,0,5,1,0,0,6.35
29395,317,269,33,11.53,13,129,29.43,90.0,3,1,2,0,0,7.49
29396,317,248,64,12.01,21,151,33.77,95.59,3,2,2,0,0,6.78
29397,317,263,47,11.58,26,174,22.0,86.9,1,2,2,0,0,7.72
29398,317,244,63,11.3,4,140,28.96,95.68,1,1,1,0,0,8.15
29399,317,270,82,7.6,38,145,32.32,84.92,0,1,2,0,0,6.92
29400,317,257,43,8.55,32,145,33.11,85.0,3,2,2,0,0,5.68
29401,317,254,55,6.56,48,156,30.99,85.68,2,2,3,1,0,7.13
29402,317,261,78,9.48,41,117,25.59,79.06,1,3,0,0,0,6.96
29403,317,256,91,7.06,1,168,25.36,77.65,2,5,0,0,0,6.58
29404,317,249,71,13.22,32,151,25.43,72.72,0,4,1,0,0,7.33
29405,317,245,80,9.76,34,164,34.47,76.13,3,3,4,0,0,7.89
29406,317,258,69,11.49,21,126,22.79,79.56,0,2,4,0,0,6.25
29407,317,242,64,10.74,32,143,29.05,75.15,2,2,0,0,0,5.95
29408,317,247,49,8.88,28,135,34.85,88.96,2,4,3,0,0,6.97
29409,318,261,90,10.9,23,135,28.56,83.45,1,2,2,0,0,7.59
29410,318,267,87,5.49,1,145,27.51,94.54,1,2,3,0,0,6.24
29411,318,248,85,8.06,24,149,28.92,88.24,1,2,3,0,0,6.53
29412,318,241,55,10.03,25,144,36.0,76.77,3,0,2,0,0,8.41
29413,318,254,89,9.15,19,116,33.79,76.7,2,3,0,0,0,5.92
29414,318,255,78,6.34,10,150,26.56,92.8,0,1,1,0,0,6.84
29415,318,244,84,10.42,20,147,31.73,86.32,2,1,2,0,0,5.98
29416,318,250,46,7.34,16,157,34.36,82.59,0,2,3,0,0,7.71
29417,318,265,96,8.87,36,141,35.2,76.68,2,4,0,0,0,6.6
29418,318,263,75,13.1,31,163,33.72,73.63,0,2,2,0,0,5.58
29419,318,268,66,8.3,39,158,34.11,81.6,0,3,1,0,0,8.33
29420,318,269,77,12.36,25,159,35.93,80.63,1,5,2,0,0,6.56
29421,318,247,74,11.61,17,156,29.71,94.06,1,3,2,0,0,6.53
29422,318,249,73,8.27,35,172,23.9,78.69,0,3,3,0,0,7.43
29423,318,262,30,11.09,23,148,32.55,91.09,2,1,0,1,0,6.42
29424,318,243,74,11.02,19,144,30.99,88.03,0,7,1,0,0,5.94
29425,319,265,81,10.77,36,130,34.02,87.82,2,2,1,0,0,6.68
29426,319,241,54,8.65,32,147,24.84,70.58,2,0,0,0,0,6.38
29427,319,264,66,9.84,35,154,25.45,76.45,3,0,0,0,0,6.66
29428,319,254,72,11.95,30,140,22.0,77.51,0,4,2,0,0,7.12
29429,319,253,66,10.53,18,157,29.92,75.03,2,2,0,0,0,6.86
29430,319,260,100,9.62,20,142,30.38,80.66,0,4,0,0,0,7.28
29431,319,268,64,8.93,33,157,29.27,79.84,2,2,1,0,0,5.12
29432,319,267,100,4.95,6,124,26.09,77.34,2,2,0,0,0,7.12
29433,319,247,63,5.84,37,154,23.67,80.62,1,3,1,0,0,7.2
29434,319,270,55,8.62,11,152,27.85,81.46,2,3,2,0,0,6.85
29435,319,262,76,11.92,24,143,31.96,91.65,1,1,2,0,0,6.64
29436,319,243,82,10.25,24,130,32.56,67.71,0,2,2,0,0,6.45
29437,319,259,91,10.95,30,136,36.0,70.7,2,3,3,0,0,7.09
29438,319,242,74,8.9,31,168,29.57,77.59,2,5,4,0,0,7.42
29439,319,263,86,12.3,4,150,29.95,79.49,3,3,2,0,0,5.54
29440,319,249,85,11.18,46,150,24.53,84.55,0,2,1,0,0,6.3
29441,319,246,15,12.28,26,149,33.98,82.25,3,0,2,0,0,5.77
29442,320,260,96,7.43,30,143,22.88,76.92,0,3,1,0,0,8.4
29443,320,250,55,10.3,26,166,32.76,79.63,1,2,0,1,0,5.11
29444,320,247,50,7.07,19,155,36.0,90.91,0,1,0,1,0,7.75
29445,320,244,70,12.47,19,143,31.84,84.87,1,2,4,0,0,6.73
29446,320,248,94,10.44,14,157,31.87,76.18,1,2,1,0,0,6.79
29447,320,269,72,9.98,29,144,33.6,79.54,1,3,0,0,0,5.96
29448,320,254,88,9.22,35,162,27.58,85.02,0,4,1,0,0,6.34
29449,320,241,94,9.36,25,148,30.77,83.49,1,2,2,1,0,8.26
29450,320,264,66,7.91,28,167,30.73,85.12,0,0,1,0,0,6.38
29451,320,246,72,11.62,45,143,28.4,87.42,0,3,0,0,0,6.92
29452,320,245,54,9.08,24,139,35.11,97.0,1,4,2,0,0,5.69
29453,320,252,84,10.31,31,172,27.41,69.19,1,5,3,0,0,6.82
29454,320,258,100,9.5,22,156,28.15,83.74,0,0,1,0,0,7.98
29455,320,249,70,9.23,27,162,33.7,78.7,0,5,2,0,0,6.15
29456,321,246,76,10.68,33,139,30.88,87.28,0,3,1,0,0,7.85
29457,321,266,58,10.56,14,150,31.99,70.64,0,2,0,1,0,8.03
29458,321,255,58,3.62,0,175,28.38,83.56,3,2,1,0,0,7.39
29459,321,262,51,9.45,33,140,31.09,75.29,0,0,0,1,1,7.2
29460,321,253,79,8.92,28,160,29.41,65.16,1,2,2,0,0,6.83
29461,321,265,82,8.63,22,143,29.52,79.38,1,3,0,0,0,6.31
29462,321,244,97,11.84,24,177,31.02,86.85,0,5,2,0,0,5.24
29463,321,245,64,9.05,35,135,29.78,80.87,2,1,1,0,0,7.43
29464,321,258,43,10.26,42,144,27.06,82.15,1,4,1,0,0,6.15
29465,321,259,40,8.94,54,163,30.02,87.12,1,3,0,0,0,5.98
29466,321,270,84,15.31,21,155,29.62,90.2,1,1,2,0,0,6.94
29467,321,249,86,8.63,16,139,31.86,86.28,0,0,0,1,0,6.59
29468,321,242,54,12.55,22,150,28.94,69.17,0,4,1,1,0,6.0
29469,321,254,95,10.25,24,133,28.02,78.56,2,1,1,0,0,7.94
29470,321,247,100,10.51,31,148,35.73,90.86,2,2,0,0,0,7.13
29471,321,263,76,8.27,40,133,33.19,82.17,1,3,3,0,0,7.33
29472,322,252,68,10.04,24,144,31.56,75.08,1,1,2,0,0,6.08
29473,322,254,93,10.07,30,153,34.54,84.54,0,3,2,0,0,8.55
29474,322,267,81,6.43,6,143,36.0,82.78,3,1,1,0,0,6.42
29475,322,263,72,8.42,34,120,28.03,75.95,1,2,2,0,0,6.66
29476,322,246,55,10.52,27,132,26.92,86.54,0,6,1,0,0,5.36
29477,322,265,68,11.92,26,161,26.5,80.8,1,1,1,0,0,7.27
29478,322,242,96,7.87,23,145,33.87,69.15,1,3,0,0,0,7.27
29479,322,250,70,8.31,31,145,25.0,80.57,0,4,1,0,0,6.28
29480,322,268,75,10.54,32,133,33.21,81.71,1,1,0,0,0,7.49
29481,322,257,18,12.87,16,142,29.16,79.96,0,2,1,0,0,7.4
29482,322,248,81,9.71,22,150,36.0,71.06,0,3,1,0,0,6.27
29483,322,264,60,10.2,34,141,29.18,68.74,0,2,0,0,0,6.73
29484,322,251,48,9.3,35,138,30.03,89.25,1,4,0,0,0,7.2
29485,322,255,68,2.0,14,150,36.0,80.89,0,1,0,0,0,7.62
29486,323,267,69,6.16,9,150,31.71,83.32,0,1,3,1,0,7.49
29487,323,257,72,12.72,25,151,25.79,81.45,3,1,3,0,0,5.96
29488,323,254,73,7.42,12,156,28.93,85.26,2,2,0,0,0,5.4
29489,323,241,71,9.0,28,162,32.05,75.85,0,2,0,0,0,7.43
29490,323,246,100,10.87,22,147,29.78,78.69,1,2,0,0,0,7.74
29491,323,268,62,12.8,17,147,22.65,81.03,2,2,3,0,0,5.99
29492,323,243,76,9.27,15,159,34.82,76.94,3,3,2,0,0,5.9
29493,323,247,60,9.6,34,141,28.03,86.37,1,2,2,0,0,6.2
29494,323,245,71,9.33,37,139,27.08,82.6,0,6,2,0,0,6.75
29495,323,251,21,9.08,35,156,29.47,76.96,0,2,1,1,0,7.37
29496,323,262,45,10.82,22,154,25.51,87.61,0,1,1,0,0,7.14
29497,323,261,65,8.29,25,135,30.48,76.08,0,2,1,0,0,5.93
29498,323,260,88,13.54,32,168,33.27,76.53,1,0,3,0,0,6.36
29499,323,258,79,9.17,23,162,33.07,85.23,2,1,1,0,0,8.35
29500,323,263,74,7.4,22,147,28.06,83.79,0,3,1,0,0,6.77
29501,323,270,100,7.47,21,150,36.0,97.0,0,2,2,1,0,5.76
29502,324,246,47,9.89,32,158,29.04,75.35,0,3,0,0,0,6.37
29503,324,262,61,11.48,17,156,29.0,85.39,0,3,0,0,0,7.6
29504,324,248,66,7.34,29,135,28.97,70.13,0,1,0,1,0,6.1
29505,324,252,64,9.26,17,159,28.01,82.89,0,2,2,1,0,5.81
29506,324,241,87,5.95,31,141,31.26,83.13,1,2,1,0,0,7.39
29507,324,269,74,9.1,25,163,31.88,84.32,2,4,2,0,0,7.3
29508,324,264,73,9.22,18,149,33.01,82.8,0,4,1,0,0,6.0
29509,324,270,100,9.27,19,137,31.45,93.32,2,3,0,0,0,7.57
29510,324,260,86,10.39,28,143,32.79,79.8,1,1,0,0,0,7.18
29511,324,249,81,10.75,31,145,33.29,76.33,4,2,1,0,0,6.43
29512,324,259,60,7.95,24,148,35.58,86.21,1,2,1,0,0,5.44
29513,324,256,54,5.57,4,142,28.51,77.11,0,3,0,0,0,5.67
29514,324,258,71,10.1,18,154,28.79,77.47,1,5,0,0,0,8.26
29515,324,254,89,9.86,25,148,28.72,74.19,2,2,4,0,0,7.57
29516,324,247,65,10.05,31,137,32.53,73.66,2,2,0,0,0,6.25
29517,325,250,58,8.59,35,140,28.33,87.75,1,2,0,0,0,7.96
29518,325,258,66,8.91,29,159,29.44,82.12,0,3,0,0,0,7.44
29519,325,244,78,8.57,29,134,29.98,97.0,0,1,1,0,0,6.23
29520,325,266,61,13.93,25,156,31.52,77.28,0,3,2,0,0,6.95
29521,325,269,57,10.6,25,157,24.41,68.78,3,4,1,0,0,7.35
29522,325,264,74,4.86,40,154,30.15,87.31,2,4,2,1,0,7.3
29523,325,263,68,6.37,14,153,28.07,83.77,2,2,1,0,0,5.94
29524,325,241,39,8.46,8,148,28.52,89.16,2,4,1,0,0,7.58
29525,325,262,69,10.41,29,152,29.93,92.94,2,1,3,0,0,6.39
29526,325,267,79,6.14,11,144,22.12,78.44,1,0,2,0,0,6.78
29527,325,251,85,11.26,34,150,27.88,76.07,0,3,1,0,0,6.31
29528,325,246,65,13.37,25,136,32.13,82.48,0,2,0,0,0,6.1
29529,325,255,63,6.81,0,154,33.56,87.16,1,2,1,0,0,7.49
29530,325,252,65,11.25,36,143,28.58,80.02,3,4,3,0,0,6.89
29531,325,257,43,12.39,25,166,36.0,85.19,2,3,0,0,0,7.22
29532,325,270,38,10.11,31,137,22.0,84.81,2,2,0,0,0,6.85
29533,325,245,79,14.34,31,163,32.73,92.18,1,3,1,0,0,7.47
29534,326,268,53,10.21,19,142,25.83,89.55,2,3,3,0,0,7.52
29535,326,253,59,9.88,27,131,26.72,88.13,1,2,4,0,0,5.99
29536,326,265,78,8.79,26,179,30.35,82.75,1,0,3,0,0,7.51
29537,326,269,70,10.22,20,148,28.49,87.84,0,0,2,0,0,6.92
29538,326,256,71,3.75,6,158,27.52,77.62,0,2,2,0,0,6.47
29539,326,250,70,8.47,25,145,33.45,76.0,0,4,0,0,0,6.74
29540,326,262,75,10.1,17,140,32.84,68.72,1,0,2,0,0,7.86
29541,326,245,65,9.09,28,153,29.57,60.5,1,4,0,0,0,4.3
29542,326,241,69,8.64,22,146,27.7,81.02,0,3,2,0,0,8.55
29543,326,243,46,8.91,34,157,24.75,79.18,3,1,1,0,0,6.67
29544,326,260,44,11.65,20,167,28.16,91.78,2,3,3,0,0,7.01
29545,326,261,64,9.53,20,157,36.0,66.05,0,5,0,0,0,7.04
29546,326,254,52,10.56,30,164,33.59,83.33,0,0,1,0,0,6.24
29547,326,249,86,10.75,30,137,30.36,78.62,0,1,3,0,0,7.09
29548,327,268,45,12.9,48,172,26.85,91.42,0,2,1,0,0,6.81
29549,327,243,41,13.26,26,136,24.41,85.47,1,1,0,0,0,7.61
29550,327,244,44,8.7,23,135,33.43,91.06,0,3,0,0,0,7.06
29551,327,248,61,11.31,28,167,28.76,87.34,0,1,1,0,0,7.18
29552,327,255,94,4.87,13,138,29.11,88.99,1,3,0,0,0,7.63
29553,327,242,78,11.17,38,148,35.31,92.26,4,2,0,0,0,7.56
29554,327,261,61,9.74,32,151,25.64,82.57,0,2,5,1,0,7.39
29555,327,245,65,7.69,22,142,26.48,75.43,0,3,1,0,0,6.48
29556,327,254,73,8.85,36,151,33.42,89.87,2,2,0,0,0,6.45
29557,327,250,100,8.52,24,157,31.45,84.38,2,1,5,0,0,5.62
29558,327,260,70,8.96,24,130,30.65,80.4,0,2,2,0,0,6.61
29559,327,264,84,10.52,21,164,29.63,83.01,6,1,0,0,0,6.2
29560,327,265,100,11.15,21,161,26.08,67.24,0,1,0,0,0,5.74
29561,327,241,77,9.97,31,117,29.38,82.33,2,1,0,0,0,6.54
29562,328,261,55,11.63,44,154,27.78,72.41,1,0,1,0,0,6.17
29563,328,255,66,3.78,4,145,27.48,76.4,1,2,1,0,0,6.04
29564,328,247,78,9.85,33,146,30.63,74.37,2,0,0,1,0,6.07
29565,328,243,58,7.3,24,128,31.97,80.06,2,2,3,1,0,7.04
29566,328,254,20,9.45,38,162,25.75,72.55,1,3,0,0,0,8.24
29567,328,267,96,7.07,0,139,35.48,79.86,1,3,3,1,0,7.12
29568,328,260,46,9.46,25,163,28.45,82.8,2,2,0,0,0,7.08
29569,328,242,87,7.74,23,150,32.4,85.06,1,2,0,0,0,5.98
29570,328,251,64,10.37,40,147,30.62,78.93,1,4,3,0,0,5.62
29571,328,252,56,7.48,34,149,35.28,88.34,1,3,2,0,0,5.54
29572,328,266,85,10.94,23,142,28.35,84.18,1,0,3,1,0,6.45
29573,328,258,82,10.59,27,144,25.6,74.98,0,2,5,0,0,6.14
29574,328,259,45,8.4,37,149,29.22,71.21,1,0,0,1,0,5.57
29575,328,248,77,10.74,29,149,33.84,78.44,1,4,3,0,0,7.74
29576,328,244,58,10.84,14,131,30.72,77.83,1,1,4,1,0,6.04
29577,328,256,57,3.21,20,140,28.27,75.26,0,1,0,0,0,7.11
29578,329,269,61,7.4,22,170,30.52,73.79,2,4,1,1,0,5.17
29579,329,253,77,10.33,7,157,31.3,92.35,1,3,0,0,0,5.94
29580,329,258,93,8.91,21,188,28.79,67.01,2,2,0,1,0,6.43
29581,329,267,78,4.21,5,157,34.76,92.88,1,3,0,0,0,6.24
29582,329,259,60,11.73,21,155,30.89,81.66,1,1,1,0,0,7.51
29583,329,241,37,13.35,30,136,32.57,75.66,2,2,2,0,0,7.69
29584,329,260,67,9.98,31,145,30.13,90.92,4,3,1,1,0,6.76
29585,329,249,80,9.91,27,145,33.81,97.0,3,3,1,0,0,6.69
29586,329,262,60,11.96,28,136,33.07,88.26,0,2,0,0,0,5.75
29587,329,243,86,8.61,20,131,35.78,89.73,1,6,1,0,0,7.59
29588,329,252,86,12.26,33,122,36.0,86.69,1,3,0,0,0,6.18
29589,329,247,23,7.01,27,136,32.47,74.42,0,6,0,0,0,6.89
29590,329,266,98,11.52,16,153,29.51,88.72,1,3,1,0,0,7.61
29591,329,242,95,9.65,27,157,34.5,79.28,0,2,0,0,0,7.95
29592,329,251,64,12.02,30,152,28.86,95.83,0,0,1,0,0,6.59
29593,329,261,83,12.42,25,142,29.52,77.73,0,3,1,0,0,5.26
29594,330,262,62,12.75,34,151,27.46,86.44,1,0,2,0,0,6.97
29595,330,259,53,11.39,44,153,34.67,76.66,1,3,1,0,0,6.95
29596,330,242,74,9.48,34,124,30.8,75.9,2,1,0,0,0,6.26
29597,330,269,94,9.09,28,149,29.87,78.77,3,1,0,0,0,6.33
29598,330,265,81,11.88,12,157,23.41,81.72,2,1,3,1,0,6.79
29599,330,251,63,8.2,37,136,34.73,76.36,2,1,1,1,0,8.26
29600,330,245,51,8.92,24,174,25.41,92.59,2,1,1,0,0,8.47
29601,330,258,99,10.55,28,150,27.17,85.39,3,3,1,0,0,7.54
29602,330,247,65,11.98,32,161,28.04,90.5,2,5,0,0,0,8.52
29603,330,246,64,10.22,25,156,33.55,90.74,0,3,1,1,0,7.1
29604,330,241,66,8.32,35,132,27.08,90.59,0,2,0,0,0,7.33
29605,330,255,81,5.18,0,142,25.43,85.15,2,2,0,0,0,5.75
29606,330,243,58,12.16,25,166,35.84,94.81,1,1,1,0,0,7.01
29607,330,244,72,14.23,35,151,29.95,81.85,2,1,1,0,0,5.83
29608,330,261,64,10.58,13,140,26.59,89.51,1,1,2,1,0,6.98
29609,331,254,30,8.09,18,145,32.58,75.72,2,3,3,0,0,6.97
29610,331,250,89,5.83,35,159,31.05,69.13,4,2,1,1,0,6.35
29611,331,260,65,11.98,22,150,28.29,86.12,0,2,0,0,0,5.16
29612,331,256,67,2.0,2,160,34.83,77.39,1,3,2,0,0,7.54
29613,331,266,95,11.16,35,147,32.52,83.72,0,3,0,0,0,7.39
29614,331,255,72,3.22,0,131,24.3,82.03,2,0,2,0,0,6.72
29615,331,265,91,10.38,28,159,29.32,88.97,2,2,0,0,0,7.47
29616,331,257,69,9.27,14,155,25.51,88.71,3,1,1,1,0,7.69
29617,331,252,59,13.77,24,126,27.01,74.39,3,3,0,0,0,7.19
29618,331,241,49,9.54,23,157,29.93,74.55,1,0,2,0,0,6.27
29619,331,269,66,7.89,29,150,30.52,74.87,1,3,1,0,0,6.84
29620,331,262,63,10.58,30,158,36.0,76.22,0,2,2,0,0,6.63
29621,331,270,32,9.38,20,141,31.33,79.69,2,1,0,0,0,6.28
29622,331,242,90,13.07,19,166,27.16,78.83,2,2,3,0,0,6.31
29623,331,244,100,8.28,21,141,27.41,67.26,1,3,1,1,0,4.72
29624,331,253,55,9.54,36,142,28.36,75.96,1,1,1,0,0,7.91
29625,331,245,95,12.54,29,152,28.59,77.52,4,5,1,0,0,7.76
29626,331,246,45,14.44,20,163,32.53,77.94,1,3,1,0,0,5.34
29627,332,245,68,8.98,19,167,27.6,89.81,3,2,2,0,0,6.49
29628,332,252,46,6.78,22,145,22.19,88.76,2,4,1,0,0,7.67
29629,332,255,93,4.68,0,125,31.9,80.98,0,1,1,0,0,7.17
29630,332,261,87,11.44,30,153,29.69,97.0,1,2,1,0,0,5.94
29631,332,250,52,8.6,18,166,29.07,76.94,4,3,0,1,0,6.98
29632,332,270,100,9.82,26,131,29.35,81.77,1,4,1,0,0,7.82
29633,332,249,96,11.11,36,155,28.48,85.39,2,2,3,1,0,6.68
29634,332,267,92,3.95,0,142,30.01,76.21,2,2,1,0,0,6.25
29635,332,247,52,10.61,30,158,27.55,86.43,1,0,3,0,0,7.34
29636,332,260,100,10.49,16,136,32.7,78.53,1,5,2,0,0,6.36
29637,332,246,60,9.72,26,149,29.8,84.46,1,3,1,0,0,7.43
29638,332,259,76,9.15,15,141,33.53,87.43,2,1,4,0,0,7.35
29639,332,269,71,10.32,17,158,33.53,78.66,1,1,0,1,0,6.88
29640,332,253,82,10.59,35,137,31.03,82.72,1,2,2,1,0,6.43
29641,332,242,55,8.0,10,156,28.67,85.3,1,1,1,1,0,7.23
29642,332,244,100,8.24,34,142,25.94,70.2,2,1,2,0,0,7.52
29643,332,251,68,13.44,34,169,28.72,81.05,0,2,2,0,0,6.98
29644,333,269,73,9.41,23,147,31.03,82.91,2,0,1,0,0,5.78
29645,333,245,100,11.32,34,142,29.6,74.9,0,4,1,1,0,7.87
29646,333,260,65,10.18,17,142,26.12,76.98,0,2,1,0,0,6.38
29647,333,266,70,9.52,22,144,30.81,68.81,2,1,2,1,0,5.81
29648,333,247,82,10.79,32,145,22.0,72.54,1,4,2,0,0,6.8
29649,333,262,66,13.05,19,155,28.06,84.28,0,2,3,1,0,6.54
29650,333,265,91,10.77,34,155,29.88,84.4,0,4,3,0,0,7.32
29651,333,258,80,9.44,38,142,35.63,66.97,1,1,3,1,0,7.2
29652,333,257,80,11.95,46,161,31.0,81.47,2,2,0,0,0,6.88
29653,333,268,86,12.65,33,153,26.3,83.79,3,1,0,0,0,8.41
29654,333,252,89,10.24,36,152,30.13,87.93,2,1,2,1,0,7.32
29655,333,264,83,13.75,31,146,27.84,73.66,2,3,3,0,0,7.9
29656,333,242,69,8.39,44,154,27.79,61.69,3,0,1,0,0,7.6
29657,333,248,67,6.19,25,147,28.7,83.17,2,3,1,0,0,6.19
29658,334,261,35,7.22,21,140,32.87,75.3,1,2,1,0,0,8.08
29659,334,241,62,8.91,33,148,30.3,66.82,0,4,1,0,0,6.57
29660,334,264,63,14.23,18,147,32.59,66.37,1,3,0,0,0,7.11
29661,334,270,94,6.38,38,140,28.81,94.12,2,2,3,0,0,7.28
29662,334,259,66,10.05,35,138,32.65,79.44,2,1,0,0,0,6.62
29663,334,244,73,9.32,28,132,25.36,85.42,3,1,2,0,0,7.0
29664,334,269,83,10.17,36,162,31.43,77.54,1,3,1,0,0,7.18
29665,334,256,70,6.53,10,166,28.23,72.17,2,1,2,0,0,6.68
29666,334,255,68,4.4,7,126,35.59,72.04,0,5,4,0,0,6.5
29667,334,268,77,9.28,17,145,27.62,76.32,1,4,1,0,0,6.73
29668,334,267,76,3.53,0,151,25.39,79.34,0,0,4,0,0,6.2
29669,334,253,52,7.99,29,151,30.72,77.91,3,3,0,0,0,6.6
29670,334,246,67,14.73,30,148,24.7,96.02,0,3,0,0,0,6.26
29671,334,245,79,15.9,29,147,36.0,93.14,1,2,1,0,0,7.28
29672,334,266,82,8.49,31,158,29.47,90.66,3,2,1,1,0,6.76
29673,334,252,69,10.54,17,126,32.32,97.0,0,0,1,1,0,7.69
29674,334,247,66,12.47,31,161,32.51,85.77,1,2,0,0,0,7.1
29675,334,265,78,8.13,30,152,32.02,83.68,0,2,0,0,0,7.49
29676,335,252,30,8.55,12,146,27.8,81.66,1,2,2,0,0,6.86
29677,335,248,53,9.99,20,156,23.24,87.63,1,1,1,0,0,7.75
29678,335,247,82,5.3,39,145,31.13,81.15,1,4,1,0,0,6.07
29679,335,263,84,8.88,15,166,27.18,77.0,0,2,3,0,0,7.6
29680,335,256,84,3.9,0,136,30.29,72.08,2,2,3,0,0,7.19
